locus_tag,n_barcodes,n_barcodes_central,scaffold,begin,end,gene_strand,desc,insertion_index,insertion_probability,tn_interval,essentiality,uniprot,protein,protein_name,gene_name,length
H16_B1547,2,1,NC_008314.1,1737765,1737989,+,gene,0.6623569309029249,0.6596726051130908,337,non-essential,Q0K0Z0,Q0K0Z0_CUPNH,Uncharacterized protein,H16_B1547,74
H16_B1548,11,7,NC_008314.1,1738131,1739489,+,gene,0.7670594010800196,0.5535307656570279,335.6363636363636,non-essential,Q0K0Y9,Q0K0Y9_CUPNH,"MFS transporter, ACS family",H16_B1548,452
H16_B1549,2,2,NC_008314.1,1739545,1739853,-,gene,0.9794149722442956,0.7742248672258935,331.5,non-essential,Q0K0Y8,Q0K0Y8_CUPNH,Uncharacterized protein,H16_B1549,102
H16_B1550,2,0,NC_008314.1,1740027,1740248,+,gene,0,0.3129025786508457,328.5,ambiguous,Q0K0Y7,Q0K0Y7_CUPNH,Uncharacterized protein,H16_B1550,73
H16_B1551,19,14,NC_008314.1,1740314,1741693,+,gene,1.5198030335268549,0.9920690439722655,333.10526315789474,non-essential,Q0K0Y6,Q0K0Y6_CUPNH,Erythromycin esterase homolog (EC 3.1.1.-),H16_B1551,459
H16_B1552,4,4,NC_008314.1,1741723,1741995,-,gene,2.17542638357118,0.9830038537418857,337.75,non-essential,Q0K0Y5,Q0K0Y5_CUPNH,Uncharacterized protein,H16_B1552,90
H16_B1553,1,1,NC_008314.1,1742028,1742594,-,gene,0.26135864678947035,0.18888897321955092,338,non-essential,Q0K0Y4,Q0K0Y4_CUPNH,Predicted periplasmic or secreted lipoprotein,H16_B1553,188
H16_B1554,7,6,NC_008314.1,1742639,1743673,-,gene,0.8583887470957847,0.6694480980139492,338.7142857142857,non-essential,Q0K0Y3,Q0K0Y3_CUPNH,Multimeric flavodoxin WrbA,wrbA2 H16_B1554,380
H16_B1555,2,0,NC_008314.1,1743932,1744375,-,gene,0,0.08905498151428735,340,essential,Q0K0Y2,Q0K0Y2_CUPNH,Uncharacterized protein,H16_B1555,147
H16_B1556,4,4,NC_008314.1,1744413,1744784,-,gene,1.5671033661380307,0.9440275768024038,344,non-essential,Q0K0Y1,Q0K0Y1_CUPNH,Hypothetical membrane spanning protein,H16_B1556,123
H16_B1557,13,9,NC_008314.1,1745127,1748543,+,gene,0.38406128593960165,0.008736784057297274,342.9230769230769,non-essential,Q0K0Y0,Q0K0Y0_CUPNH,"Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase (GMPMT) (EC 2.4.99.16) ((1->4)-alpha-D-glucan:maltose-1-phosphate alpha-D-maltosyltransferase)",glgE H16_B1557,1138
H16_B1560,7,5,NC_008314.1,1754188,1756422,+,gene,0.2797672336615935,0.0039282158770006965,400.85714285714283,non-essential,Q0K0X7,Q0K0X7_CUPNH,"Type II secretory pathway, pullulanase PulA (EC 3.2.1.41)",pulA H16_B1560,744
H16_B1563,9,8,NC_008314.1,1761541,1763547,+,gene,0.4911374251629348,0.09467680671775838,406,non-essential,Q0K0X4,Q0K0X4_CUPNH,Malto-oligosyltrehalose trehalohydrolase (MTHase) (EC 3.2.1.141) (4-alpha-D-((1->4)-alpha-D-glucano)trehalose trehalohydrolase) (Maltooligosyl trehalose trehalohydrolase),H16_B1563,668
H16_B1565,5,4,NC_008314.1,1766273,1766908,-,gene,0.7776805677068145,0.6063079873108427,405.2,non-essential,Q0K0X2,Q0K0X2_CUPNH,Hypothetical membrane associated protein,H16_B1565,211
H16_B1566,1,0,NC_008314.1,1767327,1767692,+,gene,0,0.09058931683600954,410.5,essential,Q0K0X1,Q0K0X1_CUPNH,Predicted periplasmic or secreted lipoprotein,H16_B1566,121
H16_B1567,1,1,NC_008314.1,1767727,1767957,+,gene,0.5276487969607428,0.5521146823068025,412,non-essential,Q0K0X0,Q0K0X0_CUPNH,Uncharacterized protein,H16_B1567,76
H16_B1568,3,3,NC_008314.1,1767988,1768371,+,gene,0.9460021947250917,0.7499477622524425,413.6666666666667,non-essential,Q0K0W9,Q0K0W9_CUPNH,Uncharacterized protein,H16_B1568,127
H16_B1569,7,6,NC_008314.1,1768475,1769335,-,gene,0.8426019548365353,0.6552406617507469,414,non-essential,Q0K0W8,Q0K0W8_CUPNH,Metal-dependent hydrolase,elsH H16_B1569,243
H16_B1570,9,9,NC_008314.1,1769360,1769710,-,gene,3.1055900621118013,0.9998590358913104,413.3333333333333,non-essential,Q0K0W7,Q0K0W7_CUPNH,Uncharacterized protein,H16_B1570,116
H16_B1572,6,6,NC_008314.1,1775885,1776163,+,gene,2.6612535915438422,0.9974576498596748,405.6666666666667,non-essential,NA,NA,NA,NA,NA
H16_B1573,7,7,NC_008314.1,1776175,1776510,+,gene,2.548234437568256,0.9981335077432426,409.42857142857144,non-essential,Q0K0W4,Q0K0W4_CUPNH,Plasmid maintenance system antidote protein,vapI H16_B1573,111
H16_B1574,34,29,NC_008314.1,1776562,1777932,-,gene,2.5720430697109347,0.9999999835446995,410.61764705882354,non-essential,Q0K0W3,Q0K0W3_CUPNH,Beta-lactamase class C (EC 3.5.2.6),ampC2 H16_B1574,456
H16_B1575,4,4,NC_008314.1,1777979,1778458,-,gene,1.0024901228848302,0.783263146986286,416.5,non-essential,Q0K0W2,Q0K0W2_CUPNH,Putative transcriptional repressor,ampR H16_B1575,159
H16_B1577,26,13,NC_008314.1,1779502,1780032,+,gene,2.9552170947942717,0.9999816436317219,416.88461538461536,non-essential,Q0K0W0,Q0K0W0_CUPNH,Hypothetical membrane spanning protein,H16_B1577,176
H16_B1578,11,10,NC_008314.1,1780041,1780511,-,gene,2.5511505689065768,0.9995985602549191,417.8181818181818,non-essential,Q0K0V9,Q0K0V9_CUPNH,"Transcriptional regulator, AsnC-family",H16_B1578,170
H16_B1579,7,4,NC_008314.1,1780663,1781004,+,gene,1.3865490873040631,0.9165090478235448,422.42857142857144,non-essential,Q0K0V8,Q0K0V8_CUPNH,Uncharacterized protein,H16_B1579,113
H16_B1580,24,21,NC_008314.1,1781012,1781935,-,gene,2.7247818710719556,0.9999995735693914,415.7916666666667,non-essential,Q0K0V7,Q0K0V7_CUPNH,"Transcriptional regulator, LysR-family",H16_B1580,307
H16_B1582,42,37,NC_008314.1,1784535,1785950,-,gene,3.161843787991156,0.9999999999993373,414.5,non-essential,Q0K0V5,Q0K0V5_CUPNH,Uncharacterized protein,H16_B1582,471
H16_B1585,3,3,NC_008314.1,1787357,1787653,-,gene,1.2211006186909803,0.8637413728455883,414.6666666666667,non-essential,Q0K0V2,Q0K0V2_CUPNH,Uncharacterized protein,H16_B1585,98
H16_B1586,18,16,NC_008314.1,1787695,1789035,-,gene,1.4650695072117372,0.9922578763971097,406.8888888888889,non-essential,Q0K0V1,Q0K0V1_CUPNH,Short chain fatty acid transporter,H16_B1586,446
H16_B1587,6,5,NC_008314.1,1789247,1789624,-,gene,1.6536907069197035,0.9636613075409066,401,non-essential,Q0K0V0,Q0K0V0_CUPNH,Hypothetical membrane associated protein,H16_B1587,125
H16_B1588,20,16,NC_008314.1,1789849,1791546,+,gene,1.1683293112354147,0.9486353018269431,403.25,non-essential,Q0K0U9,Q0K0U9_CUPNH,"Zn-dependent hydrolase or glyoxylase,metallo-beta-lactamase superfamily",H16_B1588,565
H16_B1589,1,1,NC_008314.1,1791635,1791711,+,gene,1.620430386310604,0.9117946261081378,406,non-essential,NA,NA,NA,NA,NA
H16_B1590,10,8,NC_008314.1,1791802,1792698,-,gene,1.0982269295077176,0.8667442327335222,406.5,non-essential,Q0K0U8,Q0K0U8_CUPNH,Hypothetical membrane associated protein,H16_B1590,298
H16_B1591,27,22,NC_008314.1,1792916,1794721,+,gene,1.5197463405198917,0.9983706695530652,400,non-essential,Q0K0U7,Q0K0U7_CUPNH,Putative GGDEF family protein,H16_B1591,601
H16_B1592,0,0,NC_008314.1,1794894,1794980,NA,gene,0,0.5796845326135536,396,ambiguous,NA,NA,NA,NA,NA
H16_B1594,9,7,NC_008314.1,1796433,1797125,-,gene,1.274005911387429,0.9228884744379949,397.1111111111111,non-essential,Q0K0U5,Q0K0U5_CUPNH,"Transcriptional regulator, TetR/AcrR-family",H16_B1594,230
H16_B1596,23,20,NC_008314.1,1797885,1799207,-,gene,1.8863582345196013,0.9998313102412453,401.0869565217391,non-essential,Q0K0U3,Q0K0U3_CUPNH,Hypothetical membrane associated protein,H16_B1596,440
H16_B1597,23,15,NC_008314.1,1799204,1800442,-,gene,1.499544138581871,0.9962662942529084,373.95652173913044,non-essential,Q0K0U2,Q0K0U2_CUPNH,GTP cyclohydrolase,H16_B1597,412
H16_B1598,9,7,NC_008314.1,1800719,1801819,-,gene,1.12431737873434,0.8704903255317616,283,non-essential,Q0K0U1,Q0K0U1_CUPNH,Acyltransferase,H16_B1598,366
H16_B1599,10,8,NC_008314.1,1802631,1803728,+,gene,1.2839113074068842,0.9346207699597713,283.9,non-essential,Q0K0U0,Q0K0U0_CUPNH,"Transcriptional regulator, LacI-family",H16_B1599,365
H16_B1600,8,7,NC_008314.1,1803791,1804813,+,gene,1.2209156562737218,0.907111777981761,280.875,non-essential,Q0K0T9,Q0K0T9_CUPNH,"ABC-type transporter, periplasmic component",H16_B1600,340
H16_B1601,1,1,NC_008314.1,1804933,1805751,+,gene,0.21908492608074595,0.11906322273432238,279,ambiguous,Q0K0T8,Q0K0T8_CUPNH,"ABC-type transporter, permease component: MolT family",H16_B1601,299
H16_B1602,3,3,NC_008314.1,1805762,1806637,+,gene,0.6166495375128469,0.4535878596748205,278,non-essential,Q0K0T7,Q0K0T7_CUPNH,"ABC-type transporter, permease component",H16_B1602,291
H16_B1603,4,4,NC_008314.1,1806630,1807688,+,gene,0.6787667006464345,0.49238900349077264,278.5,non-essential,Q0K0T6,Q0K0T6_CUPNH,"ABC-type transporter, ATPase component (EC 3.6.3.-)",H16_B1603,352
H16_B1604,2,2,NC_008314.1,1807685,1808530,+,gene,0.42416915866047383,0.2714634998518932,279,non-essential,Q0K0T5,Q0K0T5_CUPNH,"3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA (3',5'-cyclic AMP phosphodiesterase) (cAMP phosphodiesterase) (EC 3.1.4.53)",cpdA H16_B1604,281
H16_B1605,4,3,NC_008314.1,1808938,1809291,-,gene,1.5230436504310216,0.925032351186514,279,non-essential,Q0K0T4,Q0K0T4_CUPNH,Hypothetical membrane associated protein,H16_B1605,117
H16_B1606,8,7,NC_008314.1,1809498,1810883,-,gene,0.9057619398832861,0.7197844224539682,279.375,non-essential,Q0K0T3,Q0K0T3_CUPNH,6-Hydroxy-D-nicotine oxidase (EC 1.5.3.6),H16_B1606,461
H16_B1607,30,22,NC_008314.1,1811004,1814267,-,gene,1.203975307560965,0.977597396810417,279.8333333333333,non-essential,Q0K0T2,Q0K0T2_CUPNH,Tow domain protein: DNA-binding transcriptional activator of the SARP family (EC 3.6.-.-),H16_B1607,1087
H16_B1608,5,5,NC_008314.1,1815027,1816103,-,gene,0.8327670517381515,0.6507404561941519,279.4,non-essential,Q0K0T1,Q0K0T1_CUPNH,Predicted secreted hydrolase (EC 3.-.-.-),H16_B1608,358
H16_B1609,18,15,NC_008314.1,1816100,1818625,-,gene,1.0646225912913871,0.8967007611401362,279,non-essential,Q0K0T0,Q0K0T0_CUPNH,"ABC-type transporter, duplicated permease domains",H16_B1609,841
H16_B1610,2,0,NC_008314.1,1818629,1819324,NA,gene,0,0.04416340635540585,279,essential,Q0K0S9,Q0K0S9_CUPNH,"ABC-type transporter, ATPase component (EC 3.6.3.-)",H16_B1610,231
H16_B1611,7,3,NC_008314.1,1819820,1820884,-,gene,0.5052954968065324,0.2996110103836155,279,non-essential,Q0K0S8,Q0K0S8_CUPNH,Uncharacterized protein,H16_B1611,354
H16_B1612,8,6,NC_008314.1,1820960,1821907,+,gene,1.149876247438343,0.8710988755561688,276.25,non-essential,Q0K0S7,Q0K0S7_CUPNH,Trypsin-like serine protease (EC 3.4.21.-),H16_B1612,315
H16_B1614,10,8,NC_008314.1,1822911,1823936,+,gene,1.3987236646560015,0.9575204590192525,278.7,non-essential,Q0K0S5,Q0K0S5_CUPNH,Uncharacterized protein,H16_B1614,321
H16_B1615,6,4,NC_008314.1,1823933,1824991,+,gene,0.6824401329393379,0.4955446132492718,277,non-essential,Q0K0S4,Q0K0S4_CUPNH,Uncharacterized protein,H16_B1615,352
H16_B1616,14,9,NC_008314.1,1825223,1826245,-,gene,1.5895780200216183,0.9827004114378968,277.64285714285717,non-essential,Q0K0S3,Q0K0S3_CUPNH,"Transcriptional regulator, AraC-family",H16_B1616,340
H16_B1617,3,2,NC_008314.1,1826483,1827541,+,gene,0.33938335032321726,0.1477179378601624,278.75,non-essential,Q0K0S2,Q0K0S2_CUPNH,Uncharacterized protein,H16_B1617,352
H16_B1618,2,2,NC_008314.1,1827755,1828753,+,gene,0.3604330964086446,0.1782666665659303,278,non-essential,Q0K0S1,Q0K0S1_CUPNH,Probable extra-cytoplasmic solute receptor,H16_B1618,332
H16_B1619,10,10,NC_008314.1,1828759,1829169,+,gene,4.386734514827163,0.9999969302466314,278.1,non-essential,Q0K0S0,Q0K0S0_CUPNH,Uncharacterized protein,H16_B1619,136
H16_B1620,16,11,NC_008314.1,1829234,1830628,-,gene,1.3892537434073595,0.9734263989612065,283.4375,non-essential,Q0K0R9,Q0K0R9_CUPNH,Outer membrane protein (Porin),H16_B1620,464
H16_B1621,3,3,NC_008314.1,1830639,1831817,-,gene,0.44367409475695535,0.20948105668569147,287,non-essential,Q0K0R8,Q0K0R8_CUPNH,Multidrug resistance efflux pump,H16_B1621,392
H16_B1622,1,0,NC_008314.1,1831818,1832273,-,gene,0,0.12192989719688191,288,ambiguous,Q0K0R7,Q0K0R7_CUPNH,Hypothetical membrane spanning protein,H16_B1622,136
H16_B1623,3,1,NC_008314.1,1832343,1832768,-,gene,0.4113533525298231,0.42025645518595045,286,non-essential,Q0K0R6,Q0K0R6_CUPNH,Uncharacterized protein,H16_B1623,141
H16_B1624,3,2,NC_008314.1,1833038,1833514,+,gene,0.7423464085280755,0.6345560794532756,283,non-essential,Q0K0R5,Q0K0R5_CUPNH,Hypothetical membrane associated protein,H16_B1624,158
H16_B1625,31,21,NC_008314.1,1833880,1836780,-,gene,1.2748907236522584,0.9855173577232856,285.03225806451616,non-essential,NA,NA,NA,NA,NA
H16_B1626,4,4,NC_008314.1,1836873,1837523,-,gene,1.0720986330742428,0.8187017775422133,287,non-essential,Q0K0R3,Q0K0R3_CUPNH,"Response regulator, NarL-family",H16_B1626,216
H16_B1627,4,2,NC_008314.1,1837834,1838370,-,gene,0.6534771852917964,0.5554887621417897,285.75,non-essential,Q0K0R2,Q0K0R2_CUPNH,Uncharacterized protein,H16_B1627,178
H16_B1628,10,8,NC_008314.1,1838658,1839020,+,gene,3.8770960550547637,0.9999472364658162,285,non-essential,Q0K0R1,Q0K0R1_CUPNH,Uncharacterized protein,H16_B1628,120
H16_B1629,6,6,NC_008314.1,1839340,1840122,-,gene,1.3437229078634383,0.9297368539642592,286,non-essential,Q0K0R0,Q0K0R0_CUPNH,Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9),fabI2 H16_B1629,260
H16_B1632,14,12,NC_008314.1,1842398,1844719,-,gene,0.876302587283389,0.6916617764676709,296.07142857142856,non-essential,Q0K0Q7,Q0K0Q7_CUPNH,Uncharacterized protein,H16_B1632,773
H16_B1633,5,4,NC_008314.1,1844964,1845485,+,gene,1.2627538135165166,0.8874080402915412,303.8,non-essential,Q0K0Q6,Q0K0Q6_CUPNH,Uncharacterized protein,H16_B1633,173
H16_B1634,16,13,NC_008314.1,1845889,1846827,+,gene,2.3022051583562964,0.9997733947642329,300.625,non-essential,Q0K0Q5,Q0K0Q5_CUPNH,"ABC-type transporter, periplasmic component: PAAT family",H16_B1634,312
H16_B1635,3,3,NC_008314.1,1847016,1847327,+,gene,1.6239566078794376,0.9375703493332124,297,non-essential,Q0K0Q4,Q0K0Q4_CUPNH,Hypothetical membrane associated protein,H16_B1635,103
H16_B1636,22,20,NC_008314.1,1847396,1848289,-,gene,3.821914091015062,0.9999999973918641,292.8181818181818,non-essential,Q0K0Q3,Q0K0Q3_CUPNH,Uncharacterized protein,H16_B1636,297
H16_B1637,19,18,NC_008314.1,1848725,1850464,+,gene,1.7425549340442956,0.9922865766681783,365.94736842105266,non-essential,Q0K0Q2,Q0K0Q2_CUPNH,4-Amino-4-deoxy-L-arabinose transferase or related glycosyltransferase of PMT family (EC 2.4.1.-),H16_B1637,579
H16_B1638,8,7,NC_008314.1,1850501,1850872,+,gene,2.062070717441954,0.9932960535385972,457.875,non-essential,Q0K0Q1,Q0K0Q1_CUPNH,Hypothetical membrane spanning protein,H16_B1638,123
H16_B1639,12,5,NC_008314.1,1850928,1852100,+,gene,0.46778636009819774,0.14333966331151385,456.5,non-essential,Q0K0Q0,Q0K0Q0_CUPNH,Predicted pyridoxal phosphate-dependent enzyme apparently involved in regulation of cell wall biogen,H16_B1639,390
H16_B1640,21,18,NC_008314.1,1852079,1853068,+,gene,1.995636208823373,0.9998369697911889,455.7142857142857,non-essential,Q0K0P9,Q0K0P9_CUPNH,Glycosyltransferase involved in cell wall biogenesis (EC 2.4.1.-),H16_B1640,323
H16_B1641,5,5,NC_008314.1,1853068,1854009,+,gene,0.5851868150388331,0.32035709604578744,454,non-essential,Q0K0P8,Q0K0P8_CUPNH,Formyl transferase (EC 2.1.2.-),H16_B1641,313
H16_B1644,33,26,NC_008314.1,1855998,1858373,-,gene,1.1796733212341197,0.9789978075738948,464.54545454545456,non-essential,Q0K0P5,Q0K0P5_CUPNH,Putative heavy metal efflux P-type ATPase (EC 3.6.3.4),cadA H16_B1644,791
H16_B1645,8,8,NC_008314.1,1858478,1858888,-,gene,2.0846362309776945,0.9957411534926259,468.375,non-essential,Q0K0P4,Q0K0P4_CUPNH,Uncharacterized protein,H16_B1645,136
H16_B1646,20,18,NC_008314.1,1858991,1860448,-,gene,1.3142715284977875,0.984083749078182,469.6,non-essential,Q0K0P3,Q0K0P3_CUPNH,Sensor protein (EC 2.7.13.3),H16_B1646,485
H16_B1647,14,11,NC_008314.1,1860445,1861134,-,gene,1.7130007412621389,0.9936296288549971,465.5,non-essential,Q0K0P2,Q0K0P2_CUPNH,"Response regulator, OmpR-family",H16_B1647,229
H16_B1648,7,7,NC_008314.1,1861334,1861777,+,gene,1.6954242920392564,0.9805386613714951,465.7142857142857,non-essential,NA,NA,NA,NA,NA
H16_B1649,4,3,NC_008314.1,1861891,1862211,-,gene,0.9941686683579833,0.7755529319884623,471.5,non-essential,Q0K0P0,Q0K0P0_CUPNH,Uncharacterized protein,H16_B1649,106
H16_B1650,4,3,NC_008314.1,1862485,1862718,+,gene,1.355319629545968,0.8962992051481782,475,non-essential,Q0K0N9,Q0K0N9_CUPNH,Uncharacterized protein,H16_B1650,77
H16_B1651,11,9,NC_008314.1,1862741,1863622,-,gene,1.0776016896794494,0.8627842151449402,473.6363636363636,non-essential,Q0K0N8,Q0K0N8_CUPNH,Uncharacterized conserved protein,H16_B1651,293
H16_B1653,23,20,NC_008314.1,1864776,1865711,+,gene,2.251618350689558,0.9999847941339649,475.8695652173913,non-essential,Q0K0N6,Q0K0N6_CUPNH,"Transcriptional regulator, LysR-family",H16_B1653,311
H16_B1654,3,0,NC_008314.1,1865843,1866013,-,gene,0,0.27498558335956813,474,ambiguous,NA,NA,NA,NA,NA
H16_B1655,33,28,NC_008314.1,1866167,1867522,-,gene,2.189004940896867,0.9999992136600551,471.3333333333333,non-essential,Q0K0N4,Q0K0N4_CUPNH,Uncharacterized protein related to capsule biosynthesis enzymes,hipA H16_B1655,451
H16_B1656,2,1,NC_008314.1,1867525,1867776,-,gene,0.4198175098849549,0.43221556797137006,474.5,non-essential,Q0K0N3,Q0K0N3_CUPNH,Helix-turn-helix XRE-family like protein,H16_B1656,83
H16_B1658,7,6,NC_008314.1,1869099,1869275,+,gene,3.57347055460263,0.9995248736749929,477,non-essential,Q0K0N1,Q0K0N1_CUPNH,Uncharacterized protein,H16_B1658,63
H16_B1659,20,16,NC_008314.1,1869347,1870201,-,gene,1.9556746344110731,0.9995940337254845,477.85,non-essential,Q0K0N0,Q0K0N0_CUPNH,Glycosyltransferase (EC 2.4.-.-),H16_B1659,284
H16_B1661,18,10,NC_008314.1,1870785,1871519,+,gene,1.4074357646317024,0.9706855653098989,482.1666666666667,non-essential,Q0K0M8,Q0K0M8_CUPNH,Hypothetical membrane spanning protein,H16_B1661,220
H16_B1664,5,5,NC_008314.1,1874277,1874876,+,gene,0.8658968266613096,0.6827133550512551,482,non-essential,Q0K0M5,Q0K0M5_CUPNH,Outer-membrane lipoprotein carrier protein,H16_B1664,199
H16_B1665,29,22,NC_008314.1,1874897,1877296,+,gene,0.9512954048972688,0.8273784012528136,483.0689655172414,non-essential,Q0K0M4,Q0K0M4_CUPNH,Membrane protein,H16_B1665,795
H16_B1667,23,16,NC_008314.1,1878208,1879410,+,gene,1.404129544991821,0.9883520846041811,473.5652173913044,non-essential,Q0K0M2,Q0K0M2_CUPNH,3-Oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41),fabB H16_B1667,400
H16_B1668,16,11,NC_008314.1,1879419,1880231,+,gene,1.4111247947454846,0.9752319943478294,479.4375,non-essential,Q0K0M1,Q0K0M1_CUPNH,Uncharacterized protein,H16_B1668,270
H16_B1669,15,14,NC_008314.1,1880224,1880712,+,gene,2.951494299399582,0.9999903357997768,485.6666666666667,non-essential,Q0K0M0,Q0K0M0_CUPNH,3-Oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100),H16_B1669,162
H16_B1672,9,6,NC_008314.1,1883946,1884332,-,gene,1.622551299663591,0.9690040599971776,479,non-essential,Q0K0L7,Q0K0L7_CUPNH,Helix-turn-helix XRE-family like protein,H16_B1672,128
H16_B1673,11,7,NC_008314.1,1884671,1885276,+,gene,1.2052341597796143,0.9010242006268154,480.90909090909093,non-essential,Q0K0L6,Q0K0L6_CUPNH,"Transcriptional regulator, TetR/AcrR-family",H16_B1673,238
H16_B1674,7,6,NC_008314.1,1885448,1886473,+,gene,0.5985335926978902,0.30895544008919007,488.85714285714283,non-essential,Q0K0L5,Q0K0L5_CUPNH,Hypothetical membrane spanning protein,H16_B1674,341
H16_B1675,4,3,NC_008314.1,1886488,1886820,+,gene,0.922055569215638,0.7356059929426229,490,non-essential,Q0K0L4,Q0K0L4_CUPNH,Uncharacterized protein,H16_B1675,110
H16_B1676,3,3,NC_008314.1,1886949,1887290,-,gene,0.8977197917290084,0.7201360993748389,490,non-essential,Q0K0L3,Q0K0L3_CUPNH,Hypothetical membrane spanning protein,H16_B1676,113
H16_B1677,9,5,NC_008314.1,1887274,1888830,-,gene,0.3278946540055611,0.016940993958512167,490,non-essential,Q0K0L2,Q0K0L2_CUPNH,Iron regulated protein,H16_B1677,543
H16_B1678,2,0,NC_008314.1,1888902,1889225,-,gene,0,0.07895429429135703,490,essential,NA,NA,NA,NA,NA
H16_B1679,13,13,NC_008314.1,1889296,1891503,-,gene,0.6022851625660313,0.18126892697858277,488.38461538461536,non-essential,NA,NA,NA,NA,NA
H16_B1680,8,8,NC_008314.1,1891684,1893084,-,gene,0.5766187217800121,0.22123543886339714,494.75,non-essential,Q0K0K9,Q0K0K9_CUPNH,Lysine/ornithine N-monooxygenase (EC 1.13.12.-),pvdA H16_B1680,466
H16_B1681,8,5,NC_008314.1,1893107,1894207,-,gene,0.45867398323410047,0.1320714965134469,494.75,non-essential,Q0K0K8,Q0K0K8_CUPNH,Siderophore biosynthesis related protein/Acetyltransferase or N-acetylase of ribosomal proteins (CO),H16_B1681,366
H16_B1682,8,7,NC_008314.1,1894240,1895922,-,gene,0.4255329496241936,0.04752570750910352,488.875,non-essential,Q0K0K7,Q0K0K7_CUPNH,"ABC-type transporter, ATPase and permease components: Pep3E family (EC 3.6.3.-)",H16_B1682,560
H16_B1683,29,25,NC_008314.1,1895919,1899146,-,gene,0.7905238327125087,0.5284835966192857,489.7586206896552,non-essential,Q0K0K6,Q0K0K6_CUPNH,Non-ribosomal peptide synthetase modules and related proteins,H16_B1683,1075
H16_B1684,4,4,NC_008314.1,1899397,1900152,+,gene,0.5422741858172155,0.29775584212430173,488.5,non-essential,Q0K0K5,Q0K0K5_CUPNH,Putative iron transport-related membrane protein,fhuF H16_B1684,251
H16_B1685,44,35,NC_008314.1,1900165,1906191,-,gene,0.81346843417088055,0.5857887351587575,357.25,non-essential,NA,NA,NA,NA,NA
H16_B1686,13,12,NC_008314.1,1906229,1909324,-,gene,0.5340525240657419,0.08702230123307272,362.61538461538464,non-essential,NA,NA,NA,NA,NA
H16_B1687,68,50,NC_008314.1,1909317,1918601,-,gene,0.7628342281887386,0.4007445187857622,352.05882352941177,non-essential,Q0K0K2,Q0K0K2_CUPNH,Non-ribosomal peptide synthetase,nrpA H16_B1687,3094
H16_B1688,7,7,NC_008314.1,1918717,1919664,-,gene,1.0806671730364277,0.8485002881986305,341.85714285714283,non-essential,NA,NA,NA,NA,NA
H16_B1689,1,0,NC_008314.1,1920048,1920254,+,gene,0,0.3276242209214882,338,ambiguous,Q0K0K0,Q0K0K0_CUPNH,Antibiotic/siderophore biosynthesis protein,mbtH H16_B1689,68
H16_B1697,9,5,NC_008314.1,1927950,1928471,+,gene,1.4366660153780728,0.9370558963116682,334.1111111111111,non-essential,Q0K0J2,Q0K0J2_CUPNH,Transcriptional regulator,H16_B1697,177
H16_B1698,6,4,NC_008314.1,1928746,1929039,+,gene,2.034561468619845,0.9782096406715579,335.3333333333333,non-essential,Q0K0J1,Q0K0J1_CUPNH,Uncharacterized protein,H16_B1698,97
H16_B1702,19,19,NC_008314.1,1935019,1936338,-,gene,2.2578138182958973,0.9999809847593515,318.36842105263156,non-essential,Q0K0I7,Q0K0I7_CUPNH,"Oxalate / formate antiporter, MFS-type, OFA family",oxlT H16_B1702,439
H16_B1703,4,4,NC_008314.1,1937018,1937236,-,gene,2.9452120590502258,0.9948991977855033,311.75,non-essential,Q0K0I6,Q0K0I6_CUPNH,Uncharacterized protein,H16_B1703,72
H16_B1704,11,8,NC_008314.1,1937385,1938308,-,gene,1.380157475968008,0.9543262653823952,313.8181818181818,non-essential,Q0K0I5,Q0K0I5_CUPNH,"Transcriptional regulator, LysR-family",H16_B1704,307
H16_B1705,17,11,NC_008314.1,1938627,1939568,+,gene,1.9038586021523987,0.9973362920798581,306.11764705882354,non-essential,Q0K0I4,Q0K0I4_CUPNH,"Transcriptional regulator, LysR-family",H16_B1705,313
H16_B1706,2,2,NC_008314.1,1939673,1939978,+,gene,1.0856584518510477,0.8157254695202643,302,non-essential,Q0K0I3,Q0K0I3_CUPNH,Uncharacterized protein,H16_B1706,101
H16_B1708,12,11,NC_008314.1,1940904,1941509,+,gene,2.9660467483805286,0.9999440161744999,306.3333333333333,non-essential,Q0K0I1,Q0K0I1_CUPNH,Uncharacterized protein,H16_B1708,201
H16_B1710,12,8,NC_008314.1,1943373,1943810,-,gene,3.0975784379189726,0.9997174929493944,295.6666666666667,non-essential,Q0K0H9,Q0K0H9_CUPNH,Pas/Pac domain containing protein,H16_B1710,145
H16_B1711,9,7,NC_008314.1,1943966,1945216,-,gene,0.975609756097561,0.780612657920341,286.77777777777777,non-essential,Q0K0H8,Q0K0H8_CUPNH,Formyl-CoA:oxalate CoA-transferase (FCOCT) (EC 2.8.3.16) (Formyl-coenzyme A transferase) (Formyl-CoA transferase),frc H16_B1711,416
H16_B1712,16,12,NC_008314.1,1945259,1946998,-,gene,1.223496017520463,0.9446807916464024,282.5625,non-essential,Q0K0H7,Q0K0H7_CUPNH,Oxalyl-CoA decarboxylase (EC 4.1.1.8),H16_B1712,579
